Sheet,Cell_Type,Sig,Count,Reference,Source,Dataset
Nalls2019,exc_l2_lamp5_ltk,0.94427,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l2_3_linc00507_frem3,0.71175,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l2_4_linc00507_glp2r,0.96504,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l3_4_rorb_carm1p1,0.23534,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l3_5_rorb_col22a1,0.75171,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l3_5_rorb_esr1,0.8306,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l3_5_rorb_filip1l,0.2956,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l3_5_rorb_twist2,0.71032,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l4_5_fezf2_scn4b,0.78678,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l4_5_rorb_dapk2,0.60717,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l4_5_rorb_folh1b,0.79887,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l4_6_fezf2_il26,0.75466,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l4_6_rorb_c1r,0.87773,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l4_6_rorb_sema3e,0.94206,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l5_6_fezf2_abo,0.71411,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l5_6_fezf2_eftud1p1,0.84944,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l5_6_rorb_ttc12,0.67361,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l5_6_slc17a7_il15,0.4285,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l5_6_themis_c1ql3,0.71947,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l5_6_themis_crabp1,0.26742,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l5_6_themis_dcstamp,0.035189,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l5_6_themis_fgf10,0.25674,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l6_fezf2_or2t8,0.94848,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,exc_l6_fezf2_scube1,0.52556,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_sst_chrna4,0.9427,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_sst_nmbr,0.53074,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_2_gad1_mc4r,0.58853,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_2_lamp5_dbp,0.93946,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_2_pax6_cdh12,0.6727,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_2_pax6_tnfaip8l3,0.15608,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_2_sst_bage2,0.53573,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_2_vip_lbh,0.64263,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_2_vip_pcdh20,0.48928,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_2_vip_tspan12,0.63723,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_3_pax6_syt6,0.10793,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_3_sst_calb1,0.077716,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_3_vip_adamtsl1,0.6756,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_3_vip_ccdc184,0.75268,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_3_vip_chrm2,0.65921,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_3_vip_ggh,0.46663,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_4_lamp5_lcp2,0.74928,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_4_vip_chrna6,0.80322,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_4_vip_oprm1,0.49093,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l1_4_vip_penk,0.72319,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_3_vip_casc6,0.75669,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_4_pvalb_wfdc2,0.74008,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_4_sst_frzb,0.71313,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_4_vip_cbln1,0.69969,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_4_vip_spag17,0.33062,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_5_pvalb_scube3,0.48244,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_5_vip_serpinf1,0.92538,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_5_vip_tyr,0.91431,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_6_lamp5_ca1,0.46499,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l2_6_vip_qpct,0.45772,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l3_5_sst_adgrg6,0.2156,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l3_6_sst_hpgd,0.68494,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l3_6_sst_npy,0.15231,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l3_6_vip_hs3st3a1,0.32506,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l4_5_pvalb_mepe,0.14204,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l4_5_sst_stk32a,0.77548,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l4_6_pvalb_sulf1,0.71802,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l4_6_sst_b3gat2,0.45766,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l4_6_sst_gxylt2,0.73375,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l5_6_gad1_glp1r,0.63229,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l5_6_pvalb_lgr5,0.19162,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l5_6_sst_klhdc8a,0.20292,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l5_6_sst_mir548f2,0.66445,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l5_6_sst_npm1p10,0.94164,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,inh_l5_6_sst_th,0.79384,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,micro_l1_3_tyrobp,0.0068456,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,oligo_l1_6_opalin,0.011374,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,opc_l1_6_pdgfra,9.25e-05,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Human_MTG_level2.gsa.out,Allen_Human_MTG_level2
Nalls2019,endo,0.86184,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,glia,0.30693,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,l2_3,0.27655,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,l4_5,0.23346,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,l5_tshz2,0.63406,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,l5a,0.065435,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,l6a_foxp2,0.73347,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,l6b,0.014613,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,lamp5,0.31395,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,meis2,0.75184,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,pvalb,0.33767,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,smc,0.94802,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,sst,0.72719,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,sst_chodl,0.6982,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,vip,0.32069,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,vip_sncg,0.25454,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level1.gsa.out,Allen_Mouse_ALM_level1
Nalls2019,astro,0.44126,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,endo,0.78032,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l2_3_alm_agmat,0.28514,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l2_3_alm_cbln4,0.40344,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l2_3_alm_cdh13,0.30664,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l4_sparcl1,0.63561,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_aldh3b1_1,0.036107,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_aldh3b1_2,0.068676,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_aldh3b1_3,0.11311,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_arhgap25_1,0.61252,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_arhgap25_2,0.66419,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_arhgap25_3,0.62296,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_hapln1,0.92825,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_oprk1,0.72889,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_pld5_1,0.11956,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_pld5_2,0.024236,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_slc17a8,0.67554,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5_alm_trh,0.24478,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5a_batf3,0.49009,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l5a_hsd11b1_low,0.06728,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l6a_alm_foxp2,0.67133,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l6a_col12a1_1,0.9,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,l6b_alm_trh,0.015744,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,lamp5_nxph1_1,0.69844,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,lamp5_nxph1_2,0.26127,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,lamp5_nxph1_3,0.63881,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,lamp5_nxph1_4,0.90486,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,lamp5_rgs12_1,0.0032687,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,lamp5_rgs12_3,0.023277,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,meis2,0.69422,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,micro_1,0.33858,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,micro_2,0.61219,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,oligo,0.13497,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,opc,0.64239,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,pax6,0.71738,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,pvalb_cnr1_1,0.21957,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,pvalb_cnr1_2,0.22092,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,pvalb_cnr1_3,0.48131,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,pvalb_il1rapl2_1,0.42821,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,pvalb_il1rapl2_2,0.22638,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,pvalb_th,0.77019,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,pvalb_vipr2,0.51003,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,smc,0.89957,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_c1ql3,0.83809,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_chodl,0.74099,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_crygs_1,0.6666,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_crygs_2,0.54532,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_crygs_3,0.88911,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_mrap2_1,0.94937,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_mrap2_2,0.69231,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_mrap2_3,0.94605,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_myh8_1,0.65901,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_myh8_2,0.69169,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_myh8_3,0.59801,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_myh8_4,0.84637,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_myh8_5,0.93247,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_syndig1l_1,0.49626,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_syndig1l_2,0.6083,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,sst_th,0.8376,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,vip_cd34_1,0.57385,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,vip_cd34_2,0.38351,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,vip_chat_1,0.53842,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,vip_chat_2,0.15425,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
Nalls2019,vip_chat_3,0.40745,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_Allen_Mouse_ALM_level2.gsa.out,Allen_Mouse_ALM_level2
