Type_ID,Type,ID,Name,Zscore,Gene,pseudo
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,CAPN1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,POU5F1,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,APP,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,EPO,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,GAPDH,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,JUN,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,HSP90AA1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,HSP90AA1,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,CAV1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,ITIH4,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CANX,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,PAX6,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,TLR2,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CASP1,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,SLC2A1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,TRPC1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,JUN,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,JAK2,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,PPARA,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,PIK3C3,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,PRDX1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,LMX1A,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,SLC2A4,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,CD47,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,NOD2,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,HDAC1,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,MAP2K4,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,XBP1,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,YWHAZ,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,ITK,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,ITIH4,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,VPS35,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,THAP1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,PAX6,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,CAPN1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,AQP4,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,HDAC1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,PPARG,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,TSG101,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,CAPN1,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,COMT,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,AR,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,ITPR1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,ABCA1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,CTNNB1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,NOD2,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,MAP2K7,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,ARRB2,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,PLA2G6,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,SLC2A1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,ITK,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,CTNNB1,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,TFRC,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CASP3,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,SLC2A4,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,ITPR1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,CTNNB1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,CASP1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,DLG4,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,SLC2A4,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,IDE,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,SIRT1,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,GPER1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,APOE,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,YWHAE,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,CTNNB1,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,XBP1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,HSPA9,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,DNM1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,PIK3C3,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,SLC2A1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,CAV1,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,SLC1A1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,GAD2,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,ITPR1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,ANXA1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,GHRL,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,CASP2,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,LRP1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,ITPR1,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,GPER1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,JAK2,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,ITPR3,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,GRM7,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,CAV1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,HRAS,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,NTRK1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,GABARAP,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,FBXO7,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,PRDX1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,PIK3C3,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,HRAS,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,APOA1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CASP8,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,ITPR3,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,AR,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,BAG3,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,CASP3,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,CASP3,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,ITPR3,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,POU5F1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,PPARA,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,FBXW7,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,APP,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,STUB1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,IFNG,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,LRRK2,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,ERBB2,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,RPTOR,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,SLC2A4,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,PRDX1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,YY1,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,EPS15,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CASP9,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,SLC6A2,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,SIRT1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,HIP1R,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,CASP8,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,GAD1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,SLC6A2,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,COX4I1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,TSC2,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,TSC2,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,NCAM1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,STBD1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,CRH,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,TNF,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,SRC,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,RB1CC1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CAPN1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,SLC2A4,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,NFE2L2,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,GRM5,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CASP7,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,JAK2,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,FBXW7,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,CBS,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,CASP9,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,GAD2,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,JAK2,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,SIRT1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,PPARG,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,PPARG,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,SLC2A4,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,CREB1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,IGF1,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,MIF,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,GPR37,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,DPYSL2,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,ITPR1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CAPN1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,IFNG,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,APOE,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,TOMM40,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,CASP1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,TSC2,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,IGF1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,GAL,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,CASP8,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,MAP3K13,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,SLC25A48,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,PPARGC1A,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,LRP1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,IDE,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,NFKBIA,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,NGF,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,ARRB2,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,GABARAPL2,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,ATF4,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,ITPR3,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,ITPR1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,CREBBP,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,GRM7,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,JUN,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,GAD2,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,UBE2N,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,RB1CC1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,TOMM40,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,SYNJ1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,CASP1,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,FBXW7,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,PAX6,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,SYNJ1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,ANXA1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,HSPA8,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,IGF2,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,MAP3K5,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,MAP1LC3A,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,RPS6,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,JAK2,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,ITPR3,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,CRH,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,ERBB2,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,GABARAPL1,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,CASP8,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,CASP1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,NGFR,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,ABL1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,JUN,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,CASP2,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,ARG2,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,LRP5,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,NPY,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,SLC6A2,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,CBS,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,ATF3,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,ERBB2,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,MC1R,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,HSPB1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CASP1,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,JAK2,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,DICER1,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,APP,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CAST,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,SLC41A1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,SYNJ1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,RPS6,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,JUN,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,HDAC1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,GAD2,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,RHOA,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,GAL,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,GAD2,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,CD200,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,IGF2R,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,CCK,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,TGFB1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,UBB,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,CRY1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,PAX6,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,MAP3K13,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,DNMT1,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,SLC2A1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,GAPDH,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,GAP43,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,CASP8,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,SNCA,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,NEUROD1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,NOD2,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,TOMM40,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,NDUFS4,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,ARNTL,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,ABL1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,DUOX2,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,SNCA,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,RPS6,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,APP,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,UBC,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,CCND1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CASP2,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CASP1,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,HSPA8,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,PRDX1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CTNNB1,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,GAPDH,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,CASP9,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,FOXO1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,NF1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,CTNNB1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,GABARAPL1,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,LRP5,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,JUN,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,VPS35,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,NOD2,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,HSPD1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,CCND1,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,FLOT1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,CD40,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,ESR1,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CASP3,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,UBE2K,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,DNMT3B,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,NCAM1,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,YWHAE,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,SDHB,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,PPIA,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,PLK2,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,CTNNB1,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,YWHAE,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,CAST,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,CASP2,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,NEUROD1,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,HDAC1,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,CAV1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,CCND1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,KDR,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,DRD1,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,UBE2L3,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,PDGFRB,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CASP7,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,PAX6,1
GO_GO:0010628,GO,GO:0010628,positive regulation of gene expression,0.516545292755191,GATA2,1
GO_GO:0042802,GO,GO:0042802,identical protein binding,0.515874253934005,POU3F2,1
GO_GO:0005829,GO,GO:0005829,cytosol,0.500040575038541,CAV1,1
GO_GO:0005886,GO,GO:0005886,plasma membrane,0.43340918462122,CTNNB1,1
GO_GO:0032991,GO,GO:0032991,protein-containing complex,0.420549395374468,ABL1,1
GO_GO:0043066,GO,GO:0043066,negative regulation of apoptotic process,0.402153098813453,HSPD1,1
GO_GO:0043065,GO,GO:0043065,positive regulation of apoptotic process,0.394144204278029,IFNG,1
GO_GO:0044877,GO,GO:0044877,protein-containing complex binding,0.385348607782505,CAV1,1
GO_GO:0016020,GO,GO:0016020,membrane,0.384223236485064,SLC41A1,1
GO_GO:0005739,GO,GO:0005739,mitochondrion,0.362913617568863,GAD1,1
GO_GO:0045944,GO,GO:0045944,positive regulation of transcription by RNA polymerase II,0.350208498316127,HDAC1,1
GO_GO:0048471,GO,GO:0048471,perinuclear region of cytoplasm,0.349343664178567,RAB5A,1
GO_GO:0009986,GO,GO:0009986,cell surface,0.344349296464904,DUOX1,1
GO_GO:0019899,GO,GO:0019899,enzyme binding,0.329655074550022,ESR1,1
GO_GO:0008284,GO,GO:0008284,positive regulation of cell population proliferation,0.320080209128067,PDGFRB,1
GO_GO:0001934,GO,GO:0001934,positive regulation of protein phosphorylation,0.290132594667572,IL1B,1
GO_GO:0031625,GO,GO:0031625,ubiquitin protein ligase binding,0.27279413790277,RIPK1,1
GO_GO:0019901,GO,GO:0019901,protein kinase binding,0.266532089736079,FOXO3,1
GO_GO:0005515,GO,GO:0005515,protein binding,1,CASP8,1
GO_GO:0005737,GO,GO:0005737,cytoplasm,0.717862797764813,CASP2,1
